dark_vec_vec0,dark_vec_vec1,dark_vec_vec2,dark_vec_vec3,dark_vec_vec4,dark_vec_vec5,dark_vec_vec6,dark_vec_vec7,dark_vec_vec8,dark_vec_vec9,dark_vec_vec10,dark_vec_vec11,dark_vec_vec12,light_0.0001_vec0,light_0.0001_vec1,light_0.0001_vec2,light_0.0001_vec3,light_0.0001_vec4,light_0.0001_vec5,light_0.0001_vec6,light_0.0001_vec7,light_0.0001_vec8,light_0.0001_vec9,light_0.0001_vec10,light_0.0001_vec11,light_0.0001_vec12,light_0.0003_vec0,light_0.0003_vec1,light_0.0003_vec2,light_0.0003_vec3,light_0.0003_vec4,light_0.0003_vec5,light_0.0003_vec6,light_0.0003_vec7,light_0.0003_vec8,light_0.0003_vec9,light_0.0003_vec10,light_0.0003_vec11,light_0.0003_vec12,light_0.001_vec0,light_0.001_vec1,light_0.001_vec2,light_0.001_vec3,light_0.001_vec4,light_0.001_vec5,light_0.001_vec6,light_0.001_vec7,light_0.001_vec8,light_0.001_vec9,light_0.001_vec10,light_0.001_vec11,light_0.001_vec12,light_0.003_vec0,light_0.003_vec1,light_0.003_vec2,light_0.003_vec3,light_0.003_vec4,light_0.003_vec5,light_0.003_vec6,light_0.003_vec7,light_0.003_vec8,light_0.003_vec9,light_0.003_vec10,light_0.003_vec11,light_0.003_vec12,light_0.01_vec0,light_0.01_vec1,light_0.01_vec2,light_0.01_vec3,light_0.01_vec4,light_0.01_vec5,light_0.01_vec6,light_0.01_vec7,light_0.01_vec8,light_0.01_vec9,light_0.01_vec10,light_0.01_vec11,light_0.01_vec12,light_0.03_vec0,light_0.03_vec1,light_0.03_vec2,light_0.03_vec3,light_0.03_vec4,light_0.03_vec5,light_0.03_vec6,light_0.03_vec7,light_0.03_vec8,light_0.03_vec9,light_0.03_vec10,light_0.03_vec11,light_0.03_vec12,light_0.1_vec0,light_0.1_vec1,light_0.1_vec2,light_0.1_vec3,light_0.1_vec4,light_0.1_vec5,light_0.1_vec6,light_0.1_vec7,light_0.1_vec8,light_0.1_vec9,light_0.1_vec10,light_0.1_vec11,light_0.1_vec12,light_0.3_vec0,light_0.3_vec1,light_0.3_vec2,light_0.3_vec3,light_0.3_vec4,light_0.3_vec5,light_0.3_vec6,light_0.3_vec7,light_0.3_vec8,light_0.3_vec9,light_0.3_vec10,light_0.3_vec11,light_0.3_vec12,light_1.0_vec0,light_1.0_vec1,light_1.0_vec2,light_1.0_vec3,light_1.0_vec4,light_1.0_vec5,light_1.0_vec6,light_1.0_vec7,light_1.0_vec8,light_1.0_vec9,light_1.0_vec10,light_1.0_vec11,light_1.0_vec12
0.009793385,0.09039976,0.1721027,0.2619146,0.3581586,0.4601501,0.5734999,0.752756,2.41115,18.40942,60.77765,118.3825,183.0489,-0.00282734,-0.002507499,-0.002173504,-0.001823429,-0.001423528,-0.0007576776,0.004017831,0.1109713,2.534348,22.69056,68.20284,107.9141,192.9441,-0.009440947,-0.008607382,-0.007748593,-0.006855452,-0.005925859,-0.004773004,0.000612274,0.1194378,2.833383,23.9078,70.02172,129.4689,195.0535,-0.2273496,-0.2114612,-0.1955857,-0.180031,-0.1649228,-0.1503802,-0.1326758,-0.02434125,2.173577,21.34837,66.13848,125.0594,190.3787,-0.075521,-0.06968236,-0.06378088,-0.05813646,-0.05241351,-0.04689354,-0.03709937,0.08890634,2.758319,24.07017,70.45606,130.1747,195.9897,-0.1446206,-0.1299759,-0.1106144,-0.1024065,-0.08324901,-0.07034706,-0.05367496,0.01517688,1.399022,16.48365,58.41786,116.2142,181.03,-0.622379,-0.578773,-0.5361552,-0.4945723,-0.4531067,-0.4173887,-0.3802993,-0.2729906,1.54409,18.88541,62.74193,121.3949,186.7893,-1.872106,-1.762462,-1.650227,-1.55093,-1.448878,-1.347174,-1.25438,-1.106599,0.2732764,14.85111,56.35732,114.044,178.8952,-4.808556,-4.566268,-4.323553,-4.093344,-3.860648,-3.643832,-3.437194,-3.1324,-0.9799607,17.04752,61.49829,120.6056,186.3164,-16.64579,-15.89713,-15.16592,-14.45195,-13.75133,-13.07386,-12.38276,-11.55976,-8.809702,9.453178,54.02902,113.4277,179.5866
